id,name,publisher,category,source_type,url,regions,brands,data_types,access,legal_ingestion_status,priority_score_1_5,recommended_ingestion_route,notes,evidence_url,last_verified,forum_or_unofficial
toyota_manuals_au,Toyota Service Information & Repair Manuals Australia,Toyota Australia,oem_service_portal,subscription_or_manual_portal,https://toyotamanuals.com.au/,Australia,Toyota,owners_manuals | repair_manuals | warranty_booklets,mixed_free_paid,licensed_or_link_only,3,Use for RHD/Australia-spec imports when relevant.,Useful for right-hand-drive and market-specific differences.,https://toyotamanuals.com.au/,2026-05-03,False
volvo_bookstore,Volvo Car Bookstore / TechInfo,Volvo Cars,oem_training_publications,bookstore,https://www.volvotechinfo.com/,United States,Volvo,technical_training | course_books | online_training,paid_purchase,book_purchase_required,3,Purchase training materials; ingest summaries/notes under license.,Training content rather than full repair DB.,https://www.volvotechinfo.com/,2026-05-03,False
epa_compliance_fuel_economy,EPA Compliance and Fuel Economy Data,U.S. Environmental Protection Agency,open_government_data,bulk_download,https://www.epa.gov/compliance-and-fuel-economy-data,United States,Vehicles and engines in EPA datasets,emissions | fuel_economy | certification | test_data,free,open_download_allowed,3,Ingest only fields useful for diagnostics and vehicle classification; keep dataset version/date.,More analytical than repair-specific.,https://www.epa.gov/compliance-and-fuel-economy-data,2026-05-03,False
eu_safety_gate,EU Safety Gate / RAPEX,European Commission,open_government_data,web_search,https://ec.europa.eu/safety-gate-alerts/,European Union,Passenger vehicles and non-food products with alerts,recalls | dangerous_product_alerts,free,link_or_api_where_available,3,Index vehicle-category alerts if the API/feed is available; otherwise use curated links.,"Recall/defect safety signal, not a repair manual.",https://ec.europa.eu/safety-gate-alerts/,2026-05-03,False
germany_kba_recalls,KBA Recall Database,Kraftfahrt-Bundesamt,open_government_data,web_database,https://www.kba-online.de/rrdb/buerger/,Germany | European Union,Vehicles affected by German KBA recalls,recalls | safety_defects,free,link_only_unless_bulk_access_available,3,Use as authoritative lookup; avoid scraping unless terms permit.,Useful for German and EU imports.,https://www.kba-online.de/rrdb/buerger/,2026-05-03,False
nhtsa_safety_ratings,NHTSA SaferCar Safety Ratings CSV,U.S. NHTSA,open_government_data,bulk_download,https://static.nhtsa.gov/nhtsa/downloads/Safercar/Safercar_data.csv,United States,All crash-tested makes/models,safety_ratings | crash_test | adas_safety_features,free,open_download_allowed,3,Bulk ingest for vehicle context and safety metadata.,Not repair instructions; useful context for CRM and risk triage.,https://static.nhtsa.gov/nhtsa/downloads/Safercar/Safercar_data.csv,2026-05-03,False
alldata_diy,ALLDATA DIY,ALLDATA / AutoZone,professional_database,single_vehicle_subscription,https://www.alldata.com/diy-us/en,United States,"Multi-brand, 30,000+ vehicles claimed by provider",single_vehicle_repair_procedures | wiring_diagrams | dtc | tsb | recalls | maintenance,paid_single_vehicle,licensed_subscription_required,3,Useful for specific customer vehicle deep dives; not ideal as bulk database.,Single-vehicle subscriptions.,https://www.alldata.com/diy-us/en,2026-05-03,False
ebsco_auto_repair_source,Auto Repair Source,EBSCO,professional_database,library_database,https://about.ebsco.com/products/research-databases/auto-repair-source,United States,Multi-brand,oem_step_by_step_repair | diagrams | maintenance_schedules | parts_labor_estimates | service_bulletins | recalls,library_or_commercial_license,commercial_or_library_license_required,3,Check whether business/CRM agent ingestion is permitted.,OEM-based library-style database.,https://about.ebsco.com/products/research-databases/auto-repair-source,2026-05-03,False
chiltonlibrary,ChiltonLibrary,Gale / Cengage,professional_database,library_database,https://www.gale.com/product-catalog/220508,United States,Most years/makes/models claimed by provider,repair_procedures | wiring_vacuum_diagrams | maintenance_intervals | tsb | recalls | ase_test_prep,library_or_institution_subscription,commercial_or_library_license_required,3,Useful if accessible via library/institution; check commercial use rights.,"Good training/reference, license-dependent.",https://www.gale.com/product-catalog/220508,2026-05-03,False
bosch_download_center,Bosch Automotive Download Center,Robert Bosch GmbH,technical_documents,download_center,https://www.downloads.bosch-automotive.com/en/media-library,Global,Bosch equipment/products,equipment_manuals | software | technical_documents,free_or_registration,official_free_download_check_terms,3,Use for Bosch workshop equipment manuals and software documents.,Not vehicle-specific repair data.,https://www.downloads.bosch-automotive.com/en/media-library,2026-05-03,False
bosch_training,Bosch Automotive Training,Bosch Mobility Aftermarket,training,training,https://www.boschaftermarket.com/,Global/varies,Multi-brand | Bosch systems,diagnostics_training | diesel | gasoline | electronics | adas,free_and_paid_varies,license_dependent,3,Use for staff upskilling; include course metadata only unless licensed.,Training complement.,https://www.boschaftermarket.com/,2026-05-03,False
ase_training,ASE Certification and Study Resources,National Institute for Automotive Service Excellence,training_certification,training,https://www.ase.com/,United States,Multi-brand,technician_certification | study_guides | skills_framework,free_and_paid,official_free_or_paid_training,3,Use as skills taxonomy for agent curriculum; do not copy paid test prep.,Good structure for technician knowledge areas.,https://www.ase.com/,2026-05-03,False
ase_education_foundation,ASE Education Foundation,ASE Education Foundation,training_certification,training,https://www.aseeducationfoundation.org/,United States,Multi-brand,program_standards | task_lists | training_framework,free_public_resources,official_free_browse_link_only,3,Use task lists as taxonomy if license permits.,Helpful for database taxonomy.,https://www.aseeducationfoundation.org/,2026-05-03,False
icar_training,I-CAR Training,I-CAR,training_certification,training,https://www.i-car.com/,North America,Multi-brand,collision_repair_training | adas | ev_hybrid | welding | calibration,paid_training,paid_training_license_required,3,Use for collision repair staff training and safety workflow design.,Training source.,https://www.i-car.com/,2026-05-03,False
ford_owner_manuals,Ford Owner Manuals,Ford Motor Company,oem_owner_info,free_manuals,https://www.ford.com/support/owner-manuals/,United States,Ford | Lincoln,owners_manuals | warranty | maintenance,free,official_free_browse_link_only,2,Index maintenance and owner-level instructions if permitted.,Owner-level only.,https://www.ford.com/support/owner-manuals/,2026-05-03,False
honda_owner_manuals,Honda Owner Manuals,American Honda Motor Co.,oem_owner_info,free_manuals,https://mygarage.honda.com/s/manuals-search,United States,Honda,owners_manuals | maintenance | basic_operations,free,official_free_browse_link_only,2,Index links and maintenance schedule pages where permitted.,"Owner-level, not service-manual depth.",https://mygarage.honda.com/s/manuals-search,2026-05-03,False
kia_owner_manuals,Kia Digital Owner Manuals,Kia,oem_owner_info,free_manuals,https://ownersmanual.kia.com/,Global/varies by market,Kia,owners_manuals | maintenance | basic_operations,free,official_free_browse_link_only,2,Use for owner-facing explanations and maintenance reminders.,Owner-level only.,https://ownersmanual.kia.com/,2026-05-03,False
nissan_owner_manuals,Nissan Owner Manuals & Guides,Nissan USA,oem_owner_info,free_manuals,https://www.nissanusa.com/owners/manuals-guides.html,United States,Nissan,owners_manuals | quick_guides | maintenance,free,official_free_browse_link_only,2,Useful for maintenance intervals and owner-facing CRM answers.,Owner-level only.,https://www.nissanusa.com/owners/manuals-guides.html,2026-05-03,False
mopar_parts,Mopar Parts,Mopar / Stellantis,parts_catalog,web_portal,https://store.mopar.com/,United States,Chrysler | Dodge | Jeep | Ram | Fiat,parts_catalog | fitment | owner_parts,free_browse_purchase,official_free_browse_link_only,2,Use for part numbers/fitment context; verify locally.,Complementary.,https://store.mopar.com/,2026-05-03,False
toyota_epc_parts,Toyota Parts and Service / EPC resources,Toyota,parts_catalog,web_portal,https://parts.toyota.com/,United States,Toyota,parts_catalog | part_numbers | fitment,free_browse_or_dealer,official_free_browse_link_only,2,Use for rough part lookup; verify through local supplier/dealer.,Not a repair manual.,https://parts.toyota.com/,2026-05-03,False
iso_26262,ISO 26262 Road Vehicles Functional Safety,International Organization for Standardization,standard,paid_standard,https://www.iso.org/search.html?q=ISO%2026262,Global,Multi-brand,functional_safety | safety_critical_systems,paid_standard,standards_purchase_required,2,"Use for safety concepts, not routine repair steps.",Useful for ADAS/EV safety context.,https://www.iso.org/search.html?q=ISO%2026262,2026-05-03,False
iso_21434,ISO/SAE 21434 Road Vehicles Cybersecurity Engineering,ISO / SAE,standard,paid_standard,https://www.iso.org/search.html?q=ISO%2FSAE%2021434,Global,Multi-brand,cybersecurity | secure_diagnostics | security_gateway,paid_standard,standards_purchase_required,2,Use for understanding secure gateway constraints and authorized access.,Useful for modern secured diagnostics.,https://www.iso.org/search.html?q=ISO%2FSAE%2021434,2026-05-03,False
rivian_service,Rivian Service / Support,Rivian,oem_owner_info,support_pages,https://rivian.com/support,United States,Rivian,owner_support | service_support | ev_safety,free_support_pages,official_free_browse_link_only,1,Owner/support level only unless official service data access is available.,Limited repair-manual value.,https://rivian.com/support,2026-05-03,False
hyundai_oem_parts,Hyundai Genuine Parts resources,Hyundai,parts_catalog,web_portal,https://www.hyundai.com/worldwide/en/brand-journal/mobility-solution/genuine-parts,Global,Hyundai,genuine_parts_information,free_browse,official_free_browse_link_only,1,Use for brand-level parts education; not fitment database.,Low repair-data depth.,https://www.hyundai.com/worldwide/en/brand-journal/mobility-solution/genuine-parts,2026-05-03,False
